                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     383                                      783                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6000000000000000E+009                  3.8254200486649431E+007                  5.7659039652804822E+003                  1.0096399103016382E+000                  1.0069353931743392E+000                 -1.5266500619290444E+000                  3.4146099969424176E-001                  7.5245177467948993E-006                  6.3803811822205148E-001                  2.1743741772707844E-005                  5.5488322235784778E-003                  8.7605353474782457E-003                  2.0850244238750384E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6170486468233469E-001                  7.4742950289149904E-004                  3.1739955572855671E-001                  2.5515353921518368E-003                  2.0624373975574092E-003                  9.3719310433775863E-003                  2.0850244238750379E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990075172E-001                  1.0067263955759036E+000                  9.9999999982459142E-001                  1.0066044323739980E+000                  1.0112521683798761E+004                  2.3163959254500486E+007                  9.9045213030578575E+009                  1.0095195123072251E+000                  1.0095195123072256E+000                  1.5601864343321597E-043                  2.4633781441733948E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4516496000000000E+017                                  "15140"                               "gfortran"                                  "9.3.0"                    "x86_64-macos-20.9.1"                                 "CRMATH"                               "20210416" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26 
                                      10                  9.9999999998275013E-001                  2.9815129449738942E-003                  3.7804195427361895E+000                 -6.7114452575206895E+000                  4.8729131069964904E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.7046097007516229E+004                  1.6618015198903945E+008                  5.0931610247250192E-001                  1.0096399103016387E+000                  4.1665095716038230E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0252831698496848E-001                  2.0252831698496848E-001                  3.8603065676587933E-001                  1.8350233978091085E-001                  0.0000000000000000E+000                  5.2464309099626316E-001                  3.5406955974418578E-004                  3.5406955974416978E-004                  1.5982230758418050E-017 
                                      11                  9.9999999997650024E-001                  2.9750830374279847E-003                  3.7859467648226537E+000                 -6.6938311454619539E+000                  4.8960763167792596E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  2.7046897876274739E+004                  1.6693638447590292E+008                  5.7781338959695405E-001                  1.0096399103016385E+000                  4.1665095716037267E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4028552084444127E-001                  2.4028552084444127E-001                  3.8414055612503900E-001                  1.4385503528059773E-001                  0.0000000000000000E+000                  6.2551458577632602E-001                  2.7323724141503826E-004                  2.7323722448952957E-004                  1.6925508701232853E-011 
                                      12                  9.9999999997337530E-001                  2.9719957654100312E-003                  3.7898138803225039E+000                 -6.6829318135948945E+000                  4.9108598072921232E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  2.7047282415842699E+004                  1.6753846881608814E+008                  6.3078019329929047E-001                  1.0096399103016385E+000                  4.1665095716037267E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.6160691552206111E-001                  2.6160691552206111E-001                  3.8298549919124308E-001                  1.2137858366918197E-001                  0.0000000000000000E+000                  6.8307263871478385E-001                  2.2860735532308525E-004                  2.2860726923293941E-004                  8.6090145846830608E-011 
                                      13                  9.9999999997025035E-001                  2.9689849459694296E-003                  3.7938930904646986E+000                 -6.6727335866807431E+000                  4.9251569765021710E+000                  6.9999999514341804E-001                  2.8000000485658216E-001                  1.9999999999999796E-002                  2.7047657438014587E+004                  1.6824726403165731E+008                  6.9158510622911173E-001                  1.0096399103016387E+000                  4.1665095716038230E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.8533960035842271E-001                  2.8533960035842271E-001                  3.8163283721170604E-001                  9.6293236853283337E-002                  0.0000000000000000E+000                  7.4768094497102755E-001                  1.7976630709863519E-004                  1.7976612843990320E-004                  1.7865873197607305E-010 
                                      14                  9.9999999996712541E-001                  2.9660439433406511E-003                  3.7982074105702308E+000                 -6.6632290566875243E+000                  4.9389988077484439E+000                  6.9999998983035550E-001                  2.8000001016964465E-001                  1.9999999999999796E-002                  2.7048023768950279E+004                  1.6908690820077914E+008                  7.6208185587782218E-001                  1.0096399103016387E+000                  4.1665095716038230E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1171091132866047E-001                  3.1171091132866047E-001                  3.8005396553123283E-001                  6.8343054202572362E-002                  0.0000000000000000E+000                  8.2017539507305592E-001                  1.2640851952975640E-004                  1.2640832730616774E-004                  1.9222358865973629E-010 
                                      15                  9.9999999996400046E-001                  2.9631665475093999E-003                  3.8050644719885107E+000                 -6.6501578070160337E+000                  4.9589684688675488E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7048382181830821E+004                  1.7062956665424755E+008                  8.8916301452094082E-001                  1.0096399103016387E+000                  4.1665095716038230E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4169502392655204E-001                  3.4169502392655204E-001                  3.7817781146974172E-001                  3.6482787543189676E-002                  0.0000000000000000E+000                  9.0353006856376950E-001                  6.6824947728768249E-005                  6.6824835982569705E-005                  1.1174619855065767E-010 
                                      16                  9.9999999995775046E-001                  2.9575822178389906E-003                  3.8128963367588704E+000                 -6.6389533705474575E+000                  4.9780610737998625E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7049077788130122E+004                  1.7276521203453594E+008                  1.0551972337218081E+000                  1.0096399103016387E+000                  4.1647679482420289E-003                 -1.7416233617939620E-006                  6.1507943904299937E+003                  4.0102279494913518E-006                  4.1202620304107423E-001                  4.1202785536669578E-001                  3.7336400593484176E-001                 -3.8662197106232477E-002                  1.6523256215483784E-006                  1.1035553744262148E+000                 -6.9327280582317575E-005                 -6.9327312778967584E-005                  3.2196650007601132E-011 
                                      17                  9.9999999995462552E-001                  2.9548610891906866E-003                  3.8170662869192777E+000                 -6.6339169644721956E+000                  4.9873018018342856E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7049416749210079E+004                  1.7408207753811044E+008                  1.1530252990006353E+000                  1.0096399103016387E+000                  4.1410210777437203E-003                 -2.5488493860094411E-005                  1.4713362205346617E+004                  5.8687703814452881E-005                  4.5214801846564839E-001                  4.5217455555203706E-001                  3.7031772595325679E-001                 -8.1830292512391600E-002                  2.6537086388667142E-005                  1.2210448592166840E+000                 -1.4504512318125153E-004                 -1.4504512667749101E-004                  3.4962394774977855E-012 
                                      18                  9.9999999995306288E-001                  2.9535161929722022E-003                  3.8199351017048548E+000                 -6.6307583081617896E+000                  4.9933549049295101E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7049584279599203E+004                  1.7506735196405816E+008                  1.2243313701826823E+000                  1.0096399103016387E+000                  4.0989307240598336E-003                 -6.7578847543904304E-005                  2.0224749918209418E+004                  1.5559394096342771E-004                  4.7394712268746614E-001                  4.7402087746388971E-001                  3.6856546715193850E-001                 -1.0538165553552764E-001                  7.3754776423573531E-005                  1.2861239581853663E+000                 -1.8567351189645515E-004                 -1.8567351189645515E-004                  0.0000000000000000E+000 
                                      19                  9.9999999995150046E-001                  2.9521810304421205E-003                  3.8243793445756440E+000                 -6.6263213174626827E+000                  5.0022793611786334E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7049750598512950E+004                  1.7673101548657912E+008                  1.3417735391560222E+000                  1.0096399103016387E+000                  4.0071762502344064E-003                 -1.5933332136943161E-004                  2.6758491049479595E+004                  3.6681123890391904E-004                  4.9714026010639584E-001                  4.9732268365612275E-001                  3.6662634960002538E-001                 -1.3051391050637046E-001                  1.8242354972691777E-004                  1.3564837448227107E+000                 -2.2854996508203597E-004                 -2.2854996508203597E-004                  0.0000000000000000E+000 
                                      20                  9.9999999994837552E-001                  2.9495378116814385E-003                  3.8307374446338733E+000                 -6.6211286095305386E+000                  5.0139006127999037E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7050079862770439E+004                  1.7943598241604963E+008                  1.5261033841932787E+000                  1.0096399103016387E+000                  3.4733919900817515E-003                 -6.9311758152207435E-004                  4.3211658498397999E+004                  1.5946893404565898E-003                  5.4713262241769345E-001                  5.4800652257774884E-001                  3.6217049944502333E-001                 -1.8496212297267012E-001                  8.7390016005539639E-004                  1.5131175052012622E+000                 -3.1979709487551416E-004                 -3.1979709487551416E-004                  0.0000000000000000E+000 
                                      21                  9.9999999994525057E-001                  2.9469259613700009E-003                  3.8375452023910910E+000                 -6.6167061103066969E+000                  5.0252192483018590E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7050405223413956E+004                  1.8280463971439058E+008                  1.7494426743556430E+000                  1.0096399103016387E+000                  1.7538742931063037E-003                 -2.4126352784975312E-003                  6.4778427785801417E+004                  5.5398958933614573E-003                  6.0148625563599933E-001                  6.0483698959078647E-001                  3.5685195608702625E-001                 -2.4463429954897309E-001                  3.3507339547871329E-003                  1.6949241254636238E+000                 -4.1733580770212070E-004                 -4.1733580770212070E-004                  0.0000000000000000E+000 
                                      22                  9.9999999994212563E-001                  2.9443405266308615E-003                  3.8448179689896036E+000                 -6.6130592904111012E+000                  5.0362506327982102E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7050727297298301E+004                  1.8701503211725399E+008                  2.0255292087976158E+000                  1.0096399103016387E+000                 -3.0235912540011864E-003                 -7.1901008256049859E-003                  9.2050304803326202E+004                  1.6419524598732860E-002                  6.5929962473823955E-001                  6.7030572609655337E-001                  3.5048143832102607E-001                 -3.0881818641721348E-001                  1.1006101358313813E-002                  1.9125284617286404E+000                 -5.1951141605448964E-004                 -5.1951141605448964E-004                  0.0000000000000000E+000 
                                      23                  9.9999999993900068E-001                  2.9417766655865647E-003                  3.8525217705141572E+000                 -6.6101465487526250E+000                  5.0470089904331070E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7051046687481252E+004                  1.9226272125652549E+008                  2.3722609836273749E+000                  1.0096399103016387E+000                 -1.4389867143547324E-002                 -1.8556376715151097E-002                  1.2421562620828176E+005                  4.1827674209314991E-002                  7.1609382463191706E-001                  7.4735390008367808E-001                  3.4291323791412420E-001                 -3.7318058671779286E-001                  3.1260075451761016E-002                  2.1794256314795231E+000                 -6.1879267347463658E-004                 -6.1879267347463658E-004                  0.0000000000000000E+000 
                                      24                  9.9999999993587574E-001                  2.9392298974457534E-003                  3.8585407921943564E+000                 -6.6083985279575650E+000                  5.0549065802612763E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7051363952067350E+004                  1.9700181750775406E+008                  2.6927331090057924E+000                  1.0096399103016387E+000                 -3.6619775942335238E-002                 -4.0786285513939015E-002                  1.5803119289423368E+005                  8.9638852687654369E-002                  7.6269094503369739E-001                  8.3778942816857438E-001                  3.3414629328500722E-001                 -4.2854465174869016E-001                  7.5098483134876992E-002                  2.5072533947099305E+000                 -7.0027130926334511E-004                 -7.0027130926334511E-004                  0.0000000000000000E+000 
                                      25                  9.9999999993431321E-001                  2.9379616116920648E-003                  3.8625853079296157E+000                 -6.6073552819896708E+000                  5.0600930252318523E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7051521950623453E+004                  2.0053047541639495E+008                  2.9386215014238153E+000                  1.0096399103016387E+000                 -5.3060580939436601E-002                 -5.7227090511040406E-002                  1.7458622562863992E+005                  1.2345763852485325E-001                  7.7982791576944832E-001                  8.8966369458409722E-001                  3.2931663392867599E-001                 -4.5051128184077233E-001                  1.0983577881464890E-001                  2.7015449659211028E+000                 -7.3085055097846002E-004                 -7.3085055097846002E-004                  0.0000000000000000E+000 
                                      26                  9.9999999993275068E-001                  2.9366963578380096E-003                  3.8686635911229459E+000                 -6.6059351339638424E+000                  5.0677584653474010E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7051679572395635E+004                  2.0640295206331843E+008                  3.3635109352359298E+000                  1.0096399103016387E+000                 -7.4023063476628445E-002                 -7.8189573048232222E-002                  1.9079449845261424E+005                  1.6476164963758988E-001                  7.9246996610004650E-001                  9.4879499457393635E-001                  3.2418418305621022E-001                 -4.6828578304383628E-001                  1.5632502847388985E-001                  2.9267158737643442E+000                 -7.5436173862471190E-004                 -7.5436173862471190E-004                  0.0000000000000000E+000 
                                      27                  9.9999999992962574E-001                  2.9341740784121309E-003                  3.8766825640963174E+000                 -6.6041989385137398E+000                  5.0777732547489034E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7051993793623780E+004                  2.1530454271836120E+008                  4.0450796522761685E+000                  1.0096399103016387E+000                 -1.2749011669318683E-001                 -1.3165662626479066E-001                  2.1916467372746064E+005                  2.6151211722372369E-001                  8.0072582314695062E-001                  1.0842775376851095E+000                  3.1334615829352974E-001                 -4.8737966485342088E-001                  2.8355171453815886E-001                  3.4603185933092022E+000                 -7.7468588517115805E-004                 -7.7468588517115805E-004                  0.0000000000000000E+000 
                                      28                  9.9999999992650079E-001                  2.9316618185830389E-003                  3.8844053079092511E+000                 -6.6024311478669517E+000                  5.0875625238983035E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7052306770255622E+004                  2.2525504488841978E+008                  4.8515482841050073E+000                  1.0096399103016387E+000                 -1.9185816039245177E-001                 -1.9602466996405554E-001                  2.4074679418493138E+005                  3.6324065103780678E-001                  7.8891152859971903E-001                  1.2389476964657171E+000                  3.0210404264077151E-001                 -4.8680748595894752E-001                  4.5003616786599809E-001                  4.1010629504846969E+000                 -7.6435680260152430E-004                 -7.6435680260152430E-004                  0.0000000000000000E+000 
                                      29                  9.9999999992337585E-001                  2.9291597207628133E-003                  3.8917186943921878E+000                 -6.6005049740931252E+000                  5.0971362103631828E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7052618484505896E+004                  2.3606637225025967E+008                  5.7716599390677272E+000                  1.0096399103016387E+000                 -2.6248518247421776E-001                 -2.6665169204582168E-001                  2.5620300909181876E+005                  4.5881181342324995E-001                  7.6391783259782764E-001                  1.4115567404195188E+000                  2.9081951324908750E-001                 -4.7309831934874014E-001                  6.4763890782169120E-001                  4.8537208684842188E+000                 -7.3485496111926302E-004                 -7.3485496111926302E-004                  0.0000000000000000E+000 
                                      30                  9.9999999992025090E-001                  2.9266686526593570E-003                  3.8985762605106253E+000                 -6.5983604600234411E+000                  5.1065036088849318E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7052928828228960E+004                  2.4755674240612286E+008                  6.8002495970828880E+000                  1.0096399103016387E+000                 -3.3525351298408124E-001                 -3.3942002255568515E-001                  2.6672417878400185E+005                  5.4230098537114624E-001                  7.3208046818641548E-001                  1.5994801054576371E+000                  2.7981381633505625E-001                 -4.5226665185135922E-001                  8.6739963727122160E-001                  5.7162299074695389E+000                 -6.9600704272461845E-004                 -6.9600704272461845E-004                  0.0000000000000000E+000 
                                      31                  9.9999999991712596E-001                  2.9241898123963960E-003                  3.9049752394849269E+000                 -6.5959816254048897E+000                  5.1156734256211696E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7053237652109568E+004                  2.5956319257448581E+008                  7.9318644723534577E+000                  1.0096399103016387E+000                 -4.0767931663457485E-001                 -4.1184582620617871E-001                  2.7358555097377597E+005                  6.1260485487603411E-001                  6.9784392834455999E-001                  1.8013749968943231E+000                  2.6930237107109650E-001                 -4.2854155727346349E-001                  1.1035310685497630E+000                  6.6890424682475436E+000                 -6.5435230502644234E-004                 -6.5435230502644234E-004                  0.0000000000000000E+000 
                                      32                  9.9999999991400101E-001                  2.9217244706889627E-003                  3.9138841767673505E+000                 -6.5921287921800120E+000                  5.1290753371816544E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7053544797782073E+004                  2.7855802976848358E+008                  9.8377982560540556E+000                  1.0096399103016387E+000                 -4.7947706660641493E-001                 -4.8364357617801867E-001                  2.7789895496848668E+005                  6.7163532981013352E-001                  6.6363069320102641E-001                  2.0210173427528089E+000                  2.5942122582538218E-001                 -4.0420946737564423E-001                  1.3573866495517826E+000                  7.7904856717975974E+000                 -6.1326871303305083E-004                 -6.1326871303305083E-004                  0.0000000000000000E+000 
                                      33                  9.9999999990775112E-001                  2.9168372121434832E-003                  3.9216814048989170E+000                 -6.5875850030967378E+000                  5.1420766055107636E+000                  6.9999998832751387E-001                  2.8000001167248623E-001                  1.9999999999999907E-002                  2.7054153689327755E+004                  2.9747171294595969E+008                  1.1892106133279977E+001                  1.0096399103016387E+000                 -6.1229788058760637E-001                 -6.1646439015921017E-001                  2.8121111108978995E+005                  7.5815583708309164E-001                  6.0095098715755113E-001                  2.4848686853113051E+000                  2.4164407828878820E-001                 -3.5930690886876293E-001                  1.8839176981537540E+000                  1.0283176409320674E+001                 -5.3990740281810283E-004                 -5.3990740281810283E-004                  0.0000000000000000E+000 
